Sno,EAMCET-Code,AICTE,CollegeName,L4G College Code,L4G Group code,"Autonomy(PrivateUniversity, PublicUniversity, Autonomous,Affiliated)",Type,type_code,CountryCode,state_code,State (),district_code,District,PIN code,Nearest City,Urban/SemiUrban/Rural,Website,Full Address,LatLong,rollno_code,is_deleted,,
,,,San Jose State University,C420,,University,,,,,Unknown,0,,,,,,,,,,,
287,SANA,,Sana Engineering College,C287,,,ENGINEERING_COLLEGE,,,36,Telangana,0,,,,,,,,,,,
243,SSSE,,Sanskrithi School of Engineering,C243,,,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,553,Anantapur,,,,,,,,,,
186,SREC,,Santhiram Engineering College,C186,,,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,552,Kurnool,,,,,,,,,,
,,,Sarada Educational Institute ,C372,,,,,,28,Andhra Pradesh,547,Krishna,,,,,,,,,,
,,,Saranathan College of Engineering,C501,,Autonomous,,,,33,Tamil Nadu,614,Tiruchirappalli,,,,https://saranathan.ac.in/,,,,,,
73,SASI,,Sasi Instiute of Technology & Engineering,C073,,,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,546,West Godavari,,,,,,,,,,
,,,SASTRA Deemed University,C493,,Deemed University,,,,33,Tamil Nadu,620,Thanjavur,,,,https://www.sastra.edu/,,,,,,
134,SGVP,,Satya Institute of Technology & Management,C134,,,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,543,,,,,,,,,,,
,,,School of Information Technology (RGPV),C452,,Affiliated,,,,23,Madhya Pradesh,444,Bhopal,,,,rgpv.ac.in,,,,,,
260,SNTI,,Scient Institute of Technology,C260,,,ENGINEERING_COLLEGE,,,36,Telengana,537,,,,,,,,,,,
,,,SCSVMV Deemed to be University,C495,,Deemed University,,,,33,Tamil Nadu,604,Kancheepuram,,,,https://kanchiuniv.ac.in/,,,,,,
,,,Seicom Degree College ,C457,,Affiliated,,,,28,Andhra Pradesh,554,Chittoor,,,,.,,,,,,
148,SCET,,Shadan College of Engineering and Technology,C148,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,536,Ranga Reddy,,,,,,,,,,
188,SWET,,Shadan Womens College of Engineering & Technology,C188,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,536,Ranga Reddy,,,,,,,,,,
,,,Shah & Anchor Kutchhi Engineering College,C454,,Autonomous,,,,27,Maharashtra,519,Mumbai,,,,shahandanchor.com,,,,,,
,,,Shanmuga Industries Arts & Science College,C497,,Affiliated,,,,33,Tamil Nadu,606,Tiruvannamalai,,,,https://www.shanmugacollege.edu.in/,,,,,,
,,,Shri Madhwa Vadiraja Institute of Technology & Management,C445,,Autonomous,,,,29,Karnataka,569,Udupi,,,,smvitm.ac.in,,,,,,
66,SCPB,,Shri Vishnu College of Pharmacy,C066,,Affiliated,PHARMACY_COLLEGE,,,28,Andhra Pradesh,546,West Godavari,,,,,,,,,,
,,,Siddaganga Institute of Technology,C391,,Autonomous,,,,29,Karnataka,571,Tumakuru,,,,sit.ac.in,,,,,,
250,SISG,,Siddharatha Institute of Technology & Sciences,C250,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,536,Ranga Reddy,,,,,,,,,,
156,SDTN,,Siddharth Institute of Engineering and Technology,C156,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,537,Puttur,,,,,,,,,,
261,SIEI,,Siddhartha Institute of Engineering & Technology,C261,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,536,Ranga Reddy,,,,,,,,,,
,,,Siliguri Institute of Technology,C304,,Affiliated,,,,19,West Bengal,327,Darjeeling,,,,,,,,,,
,,,Silver Oak University,C305,,Private University,,,,24,Gujarat,474,Ahmedabad,,,,,,,,,,
7,CRRE,,Sir CR Reddy College of Engineering,C007,,Autonomous,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,546,West Godavari,,,,,,,,,,
,,,Sir CRR COLLEGE OF PHARMACEUTICAL SCIENCES ,C347,,Affiliated,,,,28,Andhra Pradesh,546,West Godavari,,,,,,,,,,
,,,Sir Padampat Singhania University,C489,,Private University,,,,8,Rajasthan,103,Jhunjhunun,,,,https://www.spsu.ac.in/,,,,,,
,,,Sitamarhi Institute Of Technology,C306,,Affiliated,,,,10,Bihar ,206,Sitamarhi,,,,,,,,,,
,,,Smt B. Seetha Polytechnic,C362,,Affiliated,,,,28,Andhra Pradesh,546,West Godavari,,,,,,,,,,
,,,SNS College of Engineering,C438,,Autonomous,,,,33,Tamil Nadu,632,Coimbatore,,,,https://snsce.ac.in/,,,,,,
,,,SNS College of Technology,C500,,Autonomous,,,,33,Tamil Nadu,632,Coimbatore,,,,https://snsct.org/,,,,,,
21,SPHN,,Sphoorthy Engineering College,C021,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,536,Ranga Reddy,,,,,,,,,,
131,GDLV,,SR Gudlavalleru Engineering College,C131,,Autonomous,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,547,Krishna,,,,,,,,,,
,,,SR University,C378,,Private University,,,,36,Telengana,0,Warangal,,,,,,,,,,
,,,"Sree Buddha College of Engineering, Pattoor",C402,,Affiliated,,,,32,Kerala,598,Alappuzha,,,,https://sbce.ac.in/,,,,,,
190,CHTN,,Sree Chaitanya College of Engineering,C190,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,537,Karimnagar,,,,,,,,,,
191,CHTS,,Sree Chaitanya Institute of Technological Sciences,C191,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,534,Karimnagar,,,,,,,,,,
192,SDES,,Sree Dattha Institute of Engineering and Science,C192,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,537,Ranga Reddy,,,,,,,,,,
275,SKEC,,Sree Kavitha Engineering College,C275,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,541,Khammam,,,,,,,,,,
193,SNIS,,Sreenidhi Institute of Science & Technology,C193,,Autonomous,ENGINEERING_COLLEGE,,,36,Telengana,537917,Ranga Reddy,,,,,,,,,,
157,SSCC,,Sreenivasa Institute of Technology and Management Studies,C157,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,554,Chittoor,,,,,,,,,,
251,SRYS,,Sreyas Institute of Engineering & Technology,C251,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,537917,Ranga Reddy,,,,,,,,,,
56,SDMS,,Sri Durga Malleswara Siddhartha Mahila Kalasala,C056,,Affiliated,DEGREE_COLLEGE,,,28,Andhra Pradesh,547,Vijayawada,,,,,,,,,,
194,INDU,,Sri Indu College of Engineering & Technology,C194,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,537,Ranga Reddy,,,,,,,,,,
149,INDI,,Sri Indu Institute of Engineering and Technology,C149,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,537,Ranga Reddy,,,,,,,,,,
,,,SRI KRISHNADEVARAYA UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY,C331,,University,,,,28,Andhra Pradesh,553,Anantapur,,,,,,,,,,
172,MPLG,,Sri Mittapalli College of Engineering,C172,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,548,Guntur,,,,,,,,,,
171,MPLW,,Sri Mittapalli Institute of Technology For Women,C171,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,548,Guntur,,,,,,,,,,
221,SPCT,,Sri Prakash College of Engineering,C221,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,546,East Godavari,,,,,,,,,,
,,,Sri Sai Ram Engineering College ,C348,,Autonomous,,,,33,Tamilnadu,603,Chennai,more ,,,,,,,,,
,,,Sri Sairam Engineering College,C415,,Autonomous,,,,33,Tamil Nadu,604,Tambaram,,,,,,,,,,
,,,Sri Sarada Niketan College of Science for Women,C498,,Affiliated,,,,33,Tamil Nadu,613,Karur,,,,http://ssnc.ac.in/departments.php?id=14,,,,,,
153,SSCE,,Sri Sivani college of Engineering,C153,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,542,Srikakulam,,,,,,,,,,
,,,Sri Sunflower College of Engineering And Technology,C332,,Affiliated,,,,28,Andhra Pradesh,547,Krishna,,,,,,,,,,
222,VSVT,,Sri Vasavi Engineering College  Tadepalligudem,C222,,Autonomous,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,546,West Godavari,,,,,,,,,,
,,,Sri Vasavi Institute of Engineering and Technology ,C439,,Affiliated,,,,28,Andhra Pradesh,547,Krishna,,,,https://www.sviet.edu.in/,,,,,,
187,SVPP,,Sri Venkatesa Perumal College of Engineering and Technology,C187,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,554,Puttur,,,,,,,,,,
,,,Sri Venkateshwara University College of Engineering,C359,,University,,,,28,Andhra Pradesh,554,Tirupati,,,,,,,,,,
150,SVCE,,Sri Venkateswara College of Engineering,C150,,Autonomous,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,554,Chittoor,,,,,,,,,,
20,SVCT,,Sri Venkateswara College of Engineering and Technology,C020,,Affiliated,ENGINEERING_COLLEGE,,,28,Tamilnadu,554,,,,,,,,,,,
288,SVES,,Sri Venkateswara Engineering College,C288,,Affiliated,ENGINEERING_COLLEGE,,,28,Telengana,0,,,,,,,,,,,
27,SVNE,,Mohanbabu University(Sri Vidya Niketan Engineering College),C027,,Autonomous,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,554,Chittoor,,,,,,,,,,
4,VISW,,Sri Vishnu Engineering College for Women,C004,,Autonomous,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,546,West Godavari,,,,,,,,,,
262,SDEW,,Sridevi Womens Engineering College,C262,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,537,Ranga Reddy,,,,,,,,,,
,,,Srinivas Institute of Technology ,C349,,Autonomous,,,,29,Karnataka,575,Mangaluru,,,,,,,,,,
43,SEICOM,,Srinivasa Educational Institute of Commerce,C043,,University,DEGREE_COLLEGE,,,28,Karnataka,554,Chittoor,,,,,,,,,,
23,SRIT,,Srinivasa Ramanujan Institute of Technology,C023,,Autonomous,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,553,Anantapur,,,,,,,,,,
19,SRKI,,SRK Institute of Technology,C019,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,547,Vijayawada,,,,,,,,,,
28,SRKR,,SRKR Engineering College,C028,,Autonomous,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,546,Bhimavaram,,,,,,,,,,
,,,SRM Institute of Science and Technology ,C333,,Private University,,,,33,Tamil Nadu,604,Chengalpattu,,,,,,,,,,
,,,SRM University AP Amaravathi,C363,,Private University,,,,28,Andhra Pradesh,548,Guntur,,,,,,,,,,
175,MRTN,,St Martins Engineering College,C175,,Autonomous,ENGINEERING_COLLEGE,,,36,Telengana,537917,Medchal,,,,,,,,,,
195,SMED,,St Marys Group of Institutions,C195,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,536,Ranga Reddy,,,,,,,,,,
252,SPEC,,St Peters Engineering College,C252,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,537917,Medchal,,,,,,,,,,
,,,St. Martin's Engineering College,C471,,Autonomous,,,,36,Telangana,537917,Medchal,,,,https://www.smec.ac.in/,,,,T,,
90,STTH,,St. Thomas College Autonomous Thrissur,C090,,Autonomous,ENGINEERING_COLLEGE,,,32,Kerala,594,Thrissur,,,,,,,,,,
234,ANSN,,St.Anns College of Engineering and Technology,C234,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,548,Chirala,,,,,,,,,,
197,SMGG,,St.Marys Group of Institutions Guntur,C197,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,548,Guntur,,,,,,,,,,
196,STMW,,St.Marys Womens Engineering College,C196,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,548,Guntur,,,,,,,,,,
60,STLW,,Stanley College of Engineering & Technology for women,C060,,Autonomous,ENGINEERING_COLLEGE,,,36,Telengana,536,Ranga Reddy,,,,,,,,,,
269,SRIW,,Sumathi Reddy Institute of Technology For Women,C269,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,540,Warangal,,,,,,,,,,
,,,Sun Arts & Science College,C491,,Affiliated,,,,33,Tamil Nadu,606,Tiruvannamalai,,,,https://suncolleges.ac.in/,,,,,,
199,SVSE,,SVS Group of Institutions,C199,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,0,Warangal,,,,,,,,,,
283,SRTI,,Swami Ramananda Thirtha Institute of Science & Technology,C283,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,539,Nalgonda,,,,,,,,,,
265,SVIT,,Swami Vivekananda Institute of Technology,C265,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,536,Secunderabad,,,,,,,,,,
164,SBIT,,Swarna Bharathi Institute of Scince & Technology,C164,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,541,Khammam,,,,,,,,,,
200,SWRN,,Swarnandhra College of Engineering & Technology,C200,,Autonomous,ENGINEERING_COLLEGE,,,36,Andhra Pradesh,546,West Godavari,,,,,,,,,,
151,SIET,,Swarnandhra Institute of Engineering and Technology,C151,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,546,West Godavari,,,,,,,,,,
270,TPCE,,Talla Padmavathi College of Engineering,C270,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,0,Warangal,,,,,,,,,,
202,TKEM,,Teegala Krishna Reddy Engineering College,C202,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,537,Ranga Reddy,,,,,,,,,,
214,TPIB,,Thandra Paparaya Institute of Sciences & Technology,C214,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,543,Vizianagaram,,,,,,,,,,
,,,The Apollo University,C308,,Private University,,,,28,Andhra Pradesh,554,Chittoor,,,,,,,,,,
,,,The Assam Kaziranga University ,C350,,Private University,,,,18,Assam,312,Jorhat,,,,,,,,,,
231,TMLN,,Tirumala Engineering College,C231,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,548,Narasaraopet,,,,,,,,,,
203,TKRC,,TKR College of Engineering & Technology,C203,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,537,Ranga Reddy,,,,,,,,,,
204,TCTK,,Trinity College of Engineering & Technology,C204,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,534919,Karimnagar,,,,,,,,,,
205,TCEK,,Trinity College of Engineering & Technology Peddapally,C205,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,0,Peddapalli,,,,,,,,,,
,,,Tssm's Bhivarabai College of Engineering and Research ,C351,,Affiliated,,,,27,Maharashtra,0,Pune,,,,,,,,,,
,,,"University Institute of Technology, RGPV Bhopal ",C482,,University,,,,23,Madhya Pradesh,444,Bhopal,,,,https://www.uitrgpv.ac.in/,,,,,,
,,,University Of Allahabad,C504,,University,,,,9,Uttar Pradesh,183,Gonda,,,,https://www.allduniv.ac.in/,,,,,,
,,,University of South Florida ,C334,,University,,,,,Unknown,0,Tampa,,,,,,,,,,
,,,University of Visvesvaraya College of Engineering,C481,,Autonomous,,,,29,Karnataka,572,Bangalore,,,,https://uvce.ac.in/,,,,,,
155,URCE,,Usha Rama College of Engineering & Technology,C155,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,547,Krishna,,,,,,,,,,
93,VGWL,,Vaagdevi Engineering College,C093,,Autonomous,ENGINEERING_COLLEGE,,,36,Telengana,540,Warangal,,,,,,,,,,
105,VGSE,,Vaageswari College of Engineering,C105,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,534,Karimnagar,,,,,,,,,,
5,VMEG,,Vardhaman College of Engineering,C005,,Autonomous,ENGINEERING_COLLEGE,,,36,Telengana,536,Ranga Reddy,,,,,,,,,,
266,VASV,,Vasavi College of Engineering,C266,,Autonomous,ENGINEERING_COLLEGE,,,36,Telengana,536,Ranga Reddy,,,,,,,,,,
1,VVIT,,Vasireddy Venkatadri Institute of Technology,C001,,Autonomous,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,548,Guntur,,,,,,,BQ,,,https://www.bajajfinserv.in/insurance/rto
,,,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,C411,,Private University,,,,33,Tamil Nadu,602,Thiruvallur,,,,https://www.veltech.edu.in/,,,,,,
3,VRSE,,Velagapudi Ramakrishna Siddhartha Engineering College,C003,,Autonomous,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,547,Krishna,,,,,,,,,,
,,,"Vellore Institute of Technology , Vellore",C426,,Deemed University,,,,33,Tamil Nadu,605,Vellore,,,,https://vit.ac.in/,,,,,,
,,,Vemana Institute of Technology ,C397,,Affiliated,,,,29,Karnataka,572,Bangalore,,,,vemanait.edu.in,,,,,,
158,VEMU,,Vemu Institute of Technology,C158,,Autonomous,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,554,Chittoor ,,,,,,,,,,
99,VJIT,,Vidya Jyothi Institute of Technology,C099,,Autonomous,ENGINEERING_COLLEGE,,,36,Telengana,535903,Sangareddy,,,,,,,,,,
,,,Vienna university,C352,,University,,,,, Austria,0,Vienna,,,,,,,,,,
209,VGNT,,Vignan Institute of Technology and Science,C209,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,539906,Bhuvanagiri ,,,,,,,,,,
67,VFST,,"Vignan's Foundation for Science, Technology and Research",C067,,University,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,548,Guntur,,,,,,,,,,
80,VIEW,,Vignan's Institute of Engineering For Women,C080,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,544,visakhapatnam,,,,,,,,,,
49,VIVP,,Vignan's Institute of Information Technology,C049,,Autonomous,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,544,visakhapatnam,,,,,,,,,,
71,VNIW,,Vignan's Nirula Institute of Technology & Science for Women,C071,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,548,Guntur,,,,,,,,,,
206,VBIT,,Vignana Bharathi Institute of Technology,C206,,Autonomous,ENGINEERING_COLLEGE,,,36,Telengana,536,Ranga Reddy,,,,,,,,,,
207,VBEC,,Vignana Bharati Engineering Colllege,C207,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,536,Ranga Reddy,,,,,,,,,,
208,VMTW,,Vignans Institute of Management and Technology for Women,C208,,Autonomous,ENGINEERING_COLLEGE,,,36,Telengana,537917,malkajgiri,,,,,,,,,,
152,VITA,,Vignans Institute of Technology & Aeronautical Engineering,C152,,University,ENGINEERING_COLLEGE,,,36,Telengana,539,Nalgonda,,,,,,,,,,
225,VLIT,,Vignans Lara Institute of Technology & Science,C225,,Autonomous,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,548,Guntur,,,,,,,,,,
278,VREC,,Vijay Rural Engineering College,C278,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,533,Nizamabad,,,,,,,,,,
276,VJYA,,Vijaya Engineering College,C276,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,541,Khammam,,,,,,,,,,
57,VITW,,Vijaya Institute of Technology for Women,C057,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,547,krishna,,,,,,,,,,
,,,"Vijayam Science & Arts Degree College, Chittoor",C465,,Affiliated,,,,28,Andhra Pradesh,554,Chittoor,,,,.,,,,,,
,,,Vikas Group of Institutions ,C360,,Affiliated,,,,28,Andhra Pradesh,547,krishna,,,,,,,,,,
,,,Vimal Jyothi Engineering College,C401,,Private University,,,,32,Kerala,589,Kannur,,,,https://www.vjec.ac.in/,,,,,,
77,VSNU,,Vishnu Dental College,C077,,Affiliated,DENTAL_COLLEGE,,,28,Andhra Pradesh,545,East Godavari,,,,,,,,,,
18,VITB,,Vishnu Institute of Technology,C018,,Autonomous,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,545,East Godavari,,,,,,,,,,
161,VCET,,Visvesvaraya College of Engineering & Technology,C161,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,536,Ranga Reddy,,,,,,,,,,
210,SVTM,,Viswam Engineering College,C210,,Affiliated,ENGINEERING_COLLEGE,,,28,Andhra Pradesh,554,Chittoor,,,,,,,,,,
,,,VIT Bhopal University,C335,,University,,,,23,Madhya Pradesh,444,,,,,,,,,,,
,,,VIT-AP University,C374,,University,,,,28,Andhra Pradesh,547,krishna ,,,,,,,,,,
272,VVKN,,Vivekananda Inistitute of Technology & Science,C272,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,534,Karimnagar,,,,,,,,,,
78,VJEC,,VNR Vignana Jyothi Institute of Engineering & Technology,C078,,Affiliated,ENGINEERING_COLLEGE,,,36,Telengana,536,Ranga Reddy,med-mal,,,,,,,,,
,,,"Walchand Institute of Technology, Solapur ",C295,,Autonomous,,,,27,Maharashtra,526,Solapur ,,,,,,,,,,
,,,"Wellfare Institute of Science, Technology and Management",C367,,Affiliated,,,,28,Andhra Pradesh,544,Visakhapatnam,,,,,,,,,,
211,,,GITAM University Bangalore,C211,,University,ENGINEERING_COLLEGE,,,29,Karnataka,0,Srikakulam,,,,,,,,,,
,,,,C473,,,,,,,,,,,,,.,,,,,,
,,,,C507,,,,,,,,,,,,,,,,,,,
,,,,C508,,,,,,,,,,,,,,,,,,,
,,,,C509,,,,,,,,,,,,,,,,,,,
,,,,C510,,,,,,,,,,,,,,,,,,,
,,,,C511,,,,,,,,,,,,,,,,,,,
,,,,C512,,,,,,,,,,,,,,,,,,,
,,,,C513,,,,,,,,,,,,,,,,,,,
,,,,C514,,,,,,,,,,,,,,,,,,,
,,,,C515,,,,,,,,,,,,,,,,,,,
,,,,C516,,,,,,,,,,,,,,,,,,,
,,,,C517,,,,,,,,,,,,,,,,,,,
,,,,C518,,,,,,,,,,,,,,,,,,,
,,,,C519,,,,,,,,,,,,,,,,,,,
,,,,C520,,,,,,,,,,,,,,,,,,,
,,,,C521,,,,,,,,,,,,,,,,,,,
,,,,C522,,,,,,,,,,,,,,,,,,,
,,,,C523,,,,,,,,,,,,,,,,,,,
,,,,C524,,,,,,,,,,,,,,,,,,,
,,,,C525,,,,,,,,,,,,,,,,,,,
